player_id,nickname,realname,age,nationality
10346,kzk,David Moreno,,Colombia
10347,Daveys,Santiago Galvis,19,Colombia
10348,SoulxFenix,Santiago Carmona,,Colombia
10349,Rak1M,Arley Muñoz,,Colombia
10350,JOELC,Joel Ochoa,,Colombia
10351,points,Camilo Londoño,22,Colombia
10352,slow,Juan Hoyos,,Colombia
10353,kuhn,Steve Martinez,,Colombia
10354,kike,Fabian Vargas,,Colombia
10355,stib,Jhonatan Lopez,,Colombia
10356,n1ko,Nicolas Caceres,,Colombia
10357,svt,Leonardo Carvajalinho,,Colombia
10358,timmy,Juan Alzate,,Colombia
10359,LeO C,Leo Calderon,,Colombia
10360,morza en triciclo,Andres Arias,,Colombia
10361,aioRoS,Edward Usma,,Colombia
10362,PAPO,Andrés López,,Colombia
10363,BioX,Jonathan Torres,,Colombia
10364,mareek,Juan Zapata,,Colombia
10365,Lovirena,Mark Chan,,Hong Kong
10367,ecfN,Lukas Kauer,24,Germany
10368,LUNTE,Robin Gude,,Germany
10369,timoshkin,Artem Pyataev,,Russia
10370,Maki,DaXin Ye,24,China
10371,gank,Gary Sidhu,,Canada
10372,kaboose,Jake McDonald,19,United States
10373,recky,Adrian Golec,26,United States
10374,mCe,Matthew Elmore,29,United States
10375,LIBRA,,,China
10376,traceFIRE,KaiTian Tang,25,China
10377,Parmaviolet,Camilla Hart,,United Kingdom
10378,dennis,Denis Salimgareev,,Russia
10379,crazylife,Kirill Prokhorov,,Russia
10380,bdN,Ida Martinsson,24,Sweden
10381,Kasafoa,Jeanette Andersson,,Sweden
10382,KIPPI,Katarina Holmström,,Sweden
10383,people,Artem Altobasov,,Ukraine
10384,bondz0r,Vova Bondarchuk,,Ukraine
10385,unknowN,Dmitriy Lisovsky,23,Ukraine
10386,gh0m,Dima Yaravoy,,Ukraine
10387,m&M,Matt Marshalek,,United States
10388,devastation,Andy Parr,27,United States
10389,lilgreasy,Stephen Diehl,,United States
10390,instinct,,,United States
10391,Mikey,Mike Casey,,Canada
10392,baal,YiLi Liu,29,China
10393,hom3R,Andrey Udakhin,,Russia
10394,Twistzz,Russel Van Dulken,20,Canada
10395,xyndt,Kristian Hvidsten,,Norway
10396,unlike,Ole-Martin Kirsebom,,Norway
10397,cromen,Jorgen Robertsen,24,Norway
10398,SAASTIS,Jonathan Åberg,31,Finland
10399,kanervA,Riku Lehtinen,,Finland
10400,TEEMUSELANNE,Markus Loukamaa,,Finland
10401,MIIKKA,Miikka Vartiainen,,Finland
10402,KariG,Mikael Hirn,,Finland
10403,squidi,Kenneth Jensen,29,Denmark
10404,Console,Mads Skovby,24,Denmark
10405,wake,Mads Schmidt,,Denmark
10406,Rap,Phu Quoc Phan,24,Vietnam
10407,cuse,Igor Nikolic,20,Canada
10408,GrumpiX,Thomas Jung,27,United States
10409,N4j,Nick Norman,32,United States
10410,AllmaN,Jake Allman,,Canada
10411,HadeN,,,United States
10412,ROBBY1,Ryan Robshaw,28,United States
10413,SalmO,Patrick Salmo,,United States
10414,Assailant,Max Gallagher,,Canada
10415,CISU,Ville Leppälä,,Finland
10416,PAUL_NEWMAN,Duncan B.,,United States
10417,nuisance,Koltin Gibbons,,United States
10418,zoidie,Mack Bergstrom,,Canada
10419,xplicit,Tommy Richer,23,Canada
10420,tribaL,Anthony Burks,,United States
10421,Demonic,Jon Foster,,United States
10422,BARRAGE,Ryan Griffith,,United States
10423,godson,Brandon McGaha,,United States
10424,NEX,Justin McLellan,28,United States
10425,RuOiAn,ChenYang Yang,22,China
10426,Kymeister,Ping Nie,23,China
10427,fajkus,Filip Konatarević,31,Serbia
10428,HDB,Matei Dobre,,Romania
10429,j0der,Daniel Stefan Chitez,21,Romania
10430,dennis,Denis Redža,24,Serbia
10431,Fita,Filip Todorović,24,Serbia
10432,Trixter,Nemanja Borović,,Serbia
10433,NKsan,Nemanja Krstić,20,Serbia
10434,TUROK,Stefan Pakić,26,Serbia
10435,s0ules,Bogdan Sergiu,23,Romania
10436,sXe,Cristian Nita,22,Romania
10437,henkka,Henri Mattanen,26,Finland
10438,spinnvild,Jan Helge Pettersen,,Norway
10439,sparx,Raymond Vold,,Norway
10440,alxo,Alexander Nicolai Søviknes,,Norway
10441,KwNN,Rasmus Jensen,,Denmark
10442,SkurkN,André Høyer,,Denmark
10443,Basso,Sebastian Aagaard,21,Denmark
10444,sunshine,Benjamin Nielsen,,Denmark
10445,fragg1,Andreas Landsverk,,Norway
10446,lolz1e,Benjamin Borgman,,Sweden
10447,rinsu,John Mattsson,,Sweden
10448,laTal,Yazid Kurdi,26,Jordan
10449,ISSAA,Issa Murad,23,Jordan
10450,CooL,Bashar Abdulla,,Jordan
10451,CaptaiN,Arvis Karklins,20,Latvia
10452,yalld,Roberts Ivanovs,20,Latvia
10453,Akward,Aksels Supe,21,Latvia
10454,ELVISG,Elvis Gabrans,23,Latvia
10455,attomic,Ernests Kulmanis,,Latvia
10456,oKKo,Jiří Trojan,23,Czech Republic
10457,reylo,Erik Němec,,Czech Republic
10458,BLUEE,Jan Škaloud,22,Czech Republic
10459,vergiL,Lukáš Majerik,27,Slovakia
10460,azak,Jiři Hausner,22,Czech Republic
10461,CEYN,Astor Carlsson,25,Sweden
10462,Blast,Alexander Hedlund,,Sweden
10463,Bååten,Linus Andersson,20,Sweden
10464,Morabotti,Jesse Båtman,,Finland
10465,ViOLEX,Kristian Lindqvist,22,Finland
10466,ErskaH,Eero Helin,,Finland
10467,Logu,Osku Hirsikorpi,,Finland
10468,oskareN,,,Finland
10469,realzy,Ahmet Civa,,Turkey
10470,mitch,Mitch Semago,23,United States
10471,Nerdy,Paul Gill,,Canada
10472,launders,Mohan Govindasamy,,Canada
10473,SkyShark,Bryan P.,,United States
10474,cheK,Fayez Saif,23,Kuwait
10475,Stealer,Hassan Aljadi,22,Kuwait
10476,Ninjas,Mohannad Abdullah,26,Saudi Arabia
10477,shanx,Saleh Alenezi,24,Kuwait
10478,RayaN,Rayan Al-Sobhi,26,Saudi Arabia
10479,Remind,Adel Guermassi,22,Tunisia
10480,MLK,Kamel Aissa,,Algeria
10481,tarik,Tarik Agaba,30,Algeria
10482,gameR,Abudllah Abalkhail,,Kuwait
10483,awverthinkeR,Meshal Khalaf,27,Kuwait
10484,shocK,Mohammed Salem,,Kuwait
10485,ratata,Mohammad Maddouh,25,Kuwait
10486,TherocK,Soud Suwaidan,,Kuwait
10487,Sitsoko,Aymane Hakkaoui,,Morocco
10488,skiNNy,Abderrahim Saadi,28,Morocco
10489,mason,Hamza M'hamdi,,Tunisia
10490,YOSHy,Yassine Boudirqa,,Morocco
10492,Badddyyy,Ahmed Matouk,,Iraq
10493,EEbl3,Abdulaziz Ibrahim,23,United Arab Emirates
10494,KuF,Faisal Qaloud,,Jordan
10495,CyReX,Mohammad Kloub,,Jordan
10496,Saint Iker,Amjad Majdi,,Jordan
10497,REAL1ZE,Abd-Alrahman Arabiat,20,Jordan
10498,kSTYLE,Khaled Shannak,,Jordan
10499,JonY BoY,Jonathan Muñoz,28,Argentina
10500,sheep,Maximiliano Miozzo,31,Argentina
10501,leazo,Leandro Liset,26,Argentina
10502,Straka,Nahuel Vazquez,23,Argentina
10503,zwt,Federico Bara,,Argentina
10504,NikoM,Nicolas Miozzi,22,Argentina
10505,Godman,Marcio Farias,,Argentina
10506,tutehen,Matias Canale,27,Argentina
10507,Amsterdam,Franco Mohaded,29,Argentina
10508,nbl,Nabil Aleua,23,Argentina
10509,dy,Daniel Pons,,Argentina
10510,fefe,Federico Di Santo,,Argentina
10511,bruno,Bruno Fulini,,Argentina
10512,CartujAs,Ezequiel Pulozzi,27,Argentina
10513,Bizu,Andres Freyre,,Argentina
10514,NANUSHKEEENNN,Ivan Piccirelli,,Argentina
10515,PuppetMaster,Marcel van der Spuy,23,South Africa
10516,Swak Wookie,TJ Visser,23,South Africa
10517,JDMBrad,Bradley Ramadhin,23,South Africa
10518,VisionzZ,Nicholas Christoforos,22,South Africa
10519,FRY,Douglas Nel,23,South Africa
10520,slinx,Stehan Visser,24,South Africa
10521,Viking,Chris de Witt,23,South Africa
10522,danWow,Dan Cowen,,South Africa
10523,xiN,Johan Willemse,23,South Africa
10524,Lichl0rd,Liam Webster,21,South Africa
10525,rMs,Julian Bales,35,South Africa
10526,nod,Donovan Fourie,30,South Africa
10527,oblivion,Jacques van Niekerk,29,South Africa
10528,hatch,Marc Du Preez,34,South Africa
10529,hypeR,Courtney Ferguson,30,South Africa
10530,AN0N,Ryan Erik Duarte,28,South Africa
10531,DespizZ,Lourenzo Hammond,23,South Africa
10532,FatCaKezZ,Connor Bam,22,South Africa
10533,Delta_Force_ZA,Aidan Brand,22,South Africa
10534,Cyanide,Brendan Marshall,,South Africa
10535,reGi,Reginald Henshaw,27,South Africa
10536,Ripped,Stefano Quattrocchi,31,South Africa
10537,uNreal,Dillon Jost,32,South Africa
10538,Randy,,,South Africa
10539,About 30 Ninjas,Johan Kleynhans,31,South Africa
10540,paiN,Wade Joseph,30,South Africa
10541,MENG4N1TO,Kyle Viljoen,31,South Africa
10542,Cha0tiX,Roberto Rocha,30,South Africa
10543,Flex,Michael Oosthuizen,29,South Africa
10544,n0ru1es,Leandre Sparks,26,South Africa
10545,Xt4t1c,Stephen Sparks,28,South Africa
10546,WoLvE,Morne Du Plooy,24,South Africa
10547,Woonie,Jiwoon Han,21,South Africa
10548,Witcher,Jason Viljoen,25,South Africa
10549,fr1dg3,Frikkie Jansen van Rensburg,,South Africa
10550,Futs,Rudi van Zyl,36,South Africa
10551,rvN,Wade Süster,34,South Africa
10552,DecimatorZA,Cobus Lotter,32,South Africa
10553,Lith,Ryan Iten,,South Africa
10554,nmt,Aaron Awad,22,Spain
10555,dukeN,Guilherme Góes,23,Brazil
10556,will,William Lima,,Brazil
10557,land1n,Paulo Felipe,26,Brazil
10558,maeda,Arthur Maeda,29,Brazil
10559,knight,João Lourencin,22,Brazil
10560,yel,Gustavo Knittel,27,Brazil
10561,s1,Ricardo Shinji,27,Brazil
10562,fpg,Fabio Peviani,25,Brazil
10563,caike,Caike Costa,25,Brazil
10564,mOkEn,Andreas Karlsson,24,Sweden
10565,titi,Tiago Ponce,28,Brazil
10566,chelo,Marcelo Cespedes,21,Brazil
10567,DUK77,Eduardo Mendes,,Brazil
10568,Mts,Matheus Piza,,Brazil
10569,devoduvek,David Dobrosavljevic,25,France
10570,dzt,Denis Fischer,23,Brazil
10571,Finus,Björn Markús Lúðvíksson,,Iceland
10572,dayton,Anton Örn Kristjánsson,28,Iceland
10573,AudDzh,Auðunn Rúnar Gissurarson,28,Iceland
10574,ZIM,Einar Hallberg Ragnarsson,28,Iceland
10575,DethKeik,Leonis Zogu,28,Iceland
10576,TMZY,Tómas Orri Keawsanlow,24,Iceland
10577,inyourmind,Gunnar Róbert Walsh,26,Iceland
10578,viruz,Magnús Árni Magnússon,26,Iceland
10579,bjoxx,Ásbjörn Daníel Ásbjörnsson,,Iceland
10580,scaradeon,Guðjón Þór Kristjánsson,,Iceland
10581,kenshex,Victor Santana,27,Brazil
10582,Ghoul,Allen Vo,21,United States
10584,flashstep,Corey Parks,28,United States
10585,MORViD,Paul Beam,19,United States
10586,sonic,Stuart Rayner,25,Australia
10587,InfrequeNt,Jesse Barker,25,Australia
10588,Liazz,Jay Tregillgas,22,Australia
10589,rommi,Roman Golubev,26,Russia
10590,fenvicious,Evgeny Mitsik,25,Russia
10591,vvalter,Kirill Varfalameev,29,Belarus
10592,Nami,Abdulaziz Al-Hammadi,22,United Arab Emirates
10593,KarriBob,Khalid Al-Junaibi,25,United Arab Emirates
10594,k1tkat,Mohammed Al-Nuaimi,25,United Arab Emirates
10595,XbOx,Hao Tsai,32,Taiwan
10596,!99,Wei-Kai Wang,25,Taiwan
10597,riera,Elzar Abaidulaev,25,Kyrgyzstan
10598,aldikk,Aldiyar Sembiev,22,Kazakhstan
10599,farshiK,Petr Andriyanov,,Estonia
10600,tempo,Ado Otto,,Estonia
10601,astat,Karl Birk,,Estonia
10602,psyduck,Anton Tyurin,,Estonia
10603,debbi,Jan Gren,,Estonia
10604,novel,Oleg Volchkov,18,Ukraine
10606,mausi,Krystian Szczepaniak,24,Poland
10607,Kadil,Kamil Woźniak,23,Poland
10609,Sokół,Patryk Sokołowski,,Poland
10610,refrezh,Ismail Ali,22,Denmark
10611,Fadey,Rhys Armstrong,21,South Africa
10612,makmuR,Jandre van Vuuren,26,South Africa
10613,shaffeR,Lloyd Shaffer,,United States
10614,Rede,Joshua Teo,25,Singapore
10615,Logan,Logan Hammel,,United States
10616,Heeli,Jonathan Wilson,,United States
10617,DutcH,Nicolas Vander Linden,,Canada
10618,Maple,Tim M.,,United States
10619,pupper,Rigel Deming,,United States
10620,steezy,,,Canada
10621,cranberries,Andy Dayum,,United States
10622,PureR,Bryce Lovell,20,United States
10623,thelastarab,Osameh Abdelhamed,,United States
10624,Chuti,Fernando Luis Planchart,29,Mexico
10625,Blue,Carlos Arestegui,28,Mexico
10626,spaydeR,David Esquerra,32,Mexico
10627,Critzby,Luke Garner,,United States
10628,Crondle,Rahul Walia,,United States
10629,GRAMPZ,Ryan Baber,24,United States
10630,DREAM,Chris Choat,23,United Kingdom
10631,roma,Jerome Parramore,24,United Kingdom
10632,dNB,Dennis Nyström,,Sweden
10633,SONTY,Simon Carlsson,,Sweden
10634,CL0SEBOX,Vidar Asp Johansson,,Sweden
10635,ackkee,Sebastian Edvinsson,27,Sweden
10636,SPRAAD,Emil Asp Johansson,,Sweden
10637,erkenp,Erik Augustsson,,Sweden
10638,Jonti,Jonathan Ohlsson,,Sweden
10639,R3,Robin Edberg,,Sweden
10640,karakz,Emil Haag,,Sweden
10641,green,Filip Green,,Sweden
10642,kNz,Mark Nielsen,23,Denmark
10643,ziMP,Nicolai Andreasen,25,Denmark
10644,Mik0N,Mikael Sørensen,25,Denmark
10645,LuLLe,Lukas Jensen,19,Denmark
10646,nYrn,Klaus Nyrnberg,30,Denmark
10647,Sidey,Saarni Jesse,,Finland
10648,Ahven,Karl Ahven,,Finland
10649,AlexBorg,Alexander Borg,,Denmark
10650,zYNC,Sune Kristensen,21,Denmark
10651,Andersen,Lasse Andersen,,Denmark
10652,SørenT,Søren Thaarup,,Denmark
10653,wusung,Martin Nielsen,27,Denmark
10654,pg,Patrik Gustawsson,,Sweden
10655,xajdish,Aron Fredriksson,23,Sweden
10656,veggeh,Filip Magnusson,,Sweden
10657,adx,Adam Larsson,,Sweden
10658,benny,Mattias Rosback,23,Sweden
10659,klown,Axel Hellström,24,Sweden
10660,slajden,Pontus Hallström,24,Sweden
10661,bishop,Valentin Canepa,28,Sweden
10662,Nuci,Nirvana Stojanović,,Sweden
10663,RoLEX,Warittorn Kalanukarn,19,Thailand
10664,Olivia,Peeratch Ingkudanonda,22,Thailand
10665,dom,Pojchara Manothai,22,Thailand
10666,MAIROLLS,Maitri Sukrob,22,Thailand
10667,h1x,Yousif Abdelsattar,,United Arab Emirates
10668,GII,Ronard Tecson,27,Philippines
10669,fake,Joonas Oikarinen,,Finland
10670,daMteG,,,Canada
10671,Ethan,Ethan Arnold,20,United States
10672,kayeyo,,,United States
10673,Prompt,Jonathan Bakestani,,Canada
10674,bRAiNiAC,,,Canada
10675,RiVAL,,,Canada
10676,PewPewPig,,,United States
10677,waffletastic,Adam Sydnor,,United States
10678,fisher,Musa Mammadov,,Canada
10679,Slutty,Alexander Loktev,,United States
10680,corv,Gianluca Corvinelli,,Canada
10681,eaZy,Cris Pena,,Canada
10682,STABA,Takekawa Munehito,,Japan
10683,YukiStyle,Keita Takeo,26,Japan
10684,enndy,,,China
10685,eTRR,Fabien Remetter,,France
10686,millen,Alvis Ralfs Vilkaste,,Latvia
10687,TheOne,Andrei Zamfira,24,Romania
10688,options,Alexandru Paler,,Romania
10689,TF,Vlad Dragota,,Romania
10690,ShadowStrike,Alexandru Stefan,25,Romania
10691,zero,Mihai Gaman,26,Romania
10692,iGm,Iulian Hagau,21,Romania
10693,BrN,Branislav Panov,21,Bulgaria
10694,acl,Preslav Pavlov,22,Bulgaria
10695,STANNISLAW,Stanislav Angelov,20,Bulgaria
10696,LefteriY,Lefteriy Yankov,20,Bulgaria
10697,blocker,Yanko Panov,22,Bulgaria
10698,kolor,Ádám Domoszlay,20,Hungary
10699,Simple,Manuel Mieres,32,Mexico
10700,sunny,Sunny Uribe,33,Mexico
10701,apathyy,Arman Mass,,United States
10702,oteka,Alejandro Garza,23,Mexico
10703,dEX,Dexter Lam,,United States
10704,nutters,Marc Nutter,31,United States
10705,Kntz,Krit Chaiprasit,22,Thailand
10706,adrianXD,Adrian Isaksen,,Norway
10707,Tebri,Lars Berglund,,Norway
10708,uW,Ole Bendik Bøen,,Norway
10709,jOkkez,Jokke Nevalainen,,Finland
10710,shorehan,Niko Rantamaa,,Finland
10711,inov,Martin Lorensen,,Denmark
10712,cbk,Casper Kjeldsen,,Denmark
10713,MalthS,Malthe Kjeldsen,,Denmark
10714,hANZEY,Emil Hansen,,Denmark
10715,MuGGe,Mikkel Jaakkonen,,Denmark
10716,pErReLiCiOuS,Stefan Persson,,Sweden
10717,kuL,Sandis Stikuts,21,Latvia
10718,hafjeR,Sergey Sumskiy,20,Russia
10719,KRIS,Myron Maltsev,,Russia
10720,heizi,Artem Kostyura,,Russia
10721,M0N3Y,Kun Qian,26,China
10722,gas,Yi Ding,24,China
10723,dinha,Amanda Gomez,,Brazil
10724,shAy,Shayene Victorio,,Brazil
10725,MEEHA,Kristen Meehan,26,United States
10726,vedde,Jesper Vedstesen,,Denmark
10727,Andkilde,Victor Andkilde,26,Denmark
10728,DrolsuM,Vebjørn Drolsum,,Norway
10729,humaN,Andreas Jasper,,Norway
10730,Sirius,Emil Standal,,Norway
10731,s3mig0d,Mikhail Lakhvich,23,Russia
10732,nonick,Matthéo Canei,20,France
10733,ttgzaN,Tim Grantham,,Denmark
10734,halz,Matthew Halleran,,United Kingdom
10735,Neverknow,Joona Sirviö,,Finland
10736,AkuZ,Aku Auranen,,Finland
10737,GAJA,Ali Cihan Kestir,,Turkey
10738,chisar,Bernhard Chis,,Sweden
10739,katt,Mikhail Grigoriev,,Russia
10740,DENZSTOU,Jonathan Van Aelst,26,Belgium
10741,v1C,Victor Söderman,,Sweden
10742,maejst,Nik Klesch,,Denmark
10743,Hazel,SinMan Fong,,Hong Kong
10744,yicofan,FanFan Hu,,China
10745,TiMing,BaoYi Chen,28,China
10746,Psalms,ChenJie Zhou,,China
10747,syL,XiJia Fu,,China
10748,zbM,Zebastian Molinder,,Sweden
10749,sash1k,Aleksandr Baryakh,,Ukraine
10750,fredde,Frederik Runge,,Denmark
10751,dAHL,Frederik Dahl,,Denmark
10752,Houdini,Rico Kubel,,Denmark
10753,DalcoN,Joachim Totland,,Norway
10754,Freezingpoint,Milad Rahimi,,Norway
10755,S1nky,Jonas Hilt Stoknes,,Norway
10756,Rayses,Mario Gallipoli,,Norway
10757,Grante,Granit Grajcevci,,Norway
10758,heku,Henri Anttalainen,27,Finland
10759,APEHEHE,Arttu Nikkilä,26,Finland
10760,jyppe,Jyri Karvanen,27,Finland
10761,NK4Y,Nikola Radushev,24,Bulgaria
10762,Rock1nG,Ivan Stratiev,23,Bulgaria
10763,CigaretteS,Patiphan Posri,23,Thailand
10764,cbbk,Thotsaphon Suphatthanaphalaphon,25,Thailand
10765,mk-Z,Minh Ngo Quoc,,Vietnam
10766,kyZ,Thanh Trung Nguyen,23,Vietnam
10767,Tsukamoto,Ramadya Putranto,24,Indonesia
10768,cLoveer,Andrew Harwin,,Indonesia
10769,Vespira,Santok Singh,,Indonesia
10770,Hannibal,Dominic Fajardo,33,Philippines
10771,DubsteP,Jayvee Paguirigan,27,Philippines
10772,BabyBoy,Ryan Crisostomo,38,Philippines
10773,Getziimov,Stephen Doron,30,Philippines
10774,Freeman,WingHei Cheung,20,Hong Kong
10775,Buzzy,Kai Wing Kwong,,Hong Kong
10776,TQK,Tin Lok Wong,,Hong Kong
10777,EFx,Fung Sang Ma,,Hong Kong
10778,laimon,YiuBun Chan,25,Hong Kong
10779,razen,Yuki Lee,,Hong Kong
10780,marre,Martin Söderström,,Sweden
10781,VORTEX,Philip Olsson,24,Sweden
10782,goffe,Filip Gauffin,21,Sweden
10783,zownie,Kenny Söderström,25,Sweden
10784,RuStY,Alfred Karlsson,22,Sweden
10785,lunkzter,Viktor Lundqvist,,Sweden
10786,jeske,Jacob Eskesen,,Denmark
10787,mooNxskyb,Kwong Chung Ng,23,Hong Kong
10788,dj_skullfuck,Lennie Jochumsen,,Denmark
10789,tml,Arnold Molnár,,Hungary
10790,RMN,Ramon Toledo,25,Brazil
10791,ancid,Roberto Fernandes,,Brazil
10792,ship,Ricardo Filho,,Brazil
10793,stillfree,Rodrigo Martins,,Brazil
10794,Makoto,Sergio Kurauchi,,Brazil
10795,sea,Ricardo Jakubowski,,Brazil
10796,sAcred,Raphael Izidro,,Brazil
10797,m4zu,Rodrigo Mazurek,26,Brazil
10798,lgzn,Guilherme Barbosa,33,Brazil
10799,Fw,Felipe Brasil,,Brazil
10800,FiReMaNNN,Javier Collado,28,Chile
10801,raizen,Alejandro Mezcua,24,Chile
10802,Klauss,Klauss Hermann,25,Chile
10803,voLk,Alexei Drozdov,35,Paraguay
10804,tito,Daniel Sosa,29,Paraguay
10805,demux,Agustin Nuñez,,Paraguay
10806,BADFACE,Manuel Gonzalez,28,Paraguay
10807,Metaltree,Gianni Doria,21,Paraguay
10808,Bart,William Lau,,Brazil
10809,rasec,Cesar Gibertoni,26,Brazil
10810,fp1,Filipe Caires,24,Brazil
10811,skoolage,Guilherme Cardoso,27,Brazil
10812,dso,Diego Silva,,Brazil
10813,dandeus,Caio Riqueza,25,Brazil
10814,gut0,Augusto Bertora,29,Brazil
10815,ZaMpA,Felipe Duboviski,,Brazil
10816,jpnz,Rodrigo Araki,,Brazil
10817,FBK,Filipe Vaz,24,Brazil
10818,iDk,Victor Torraca,22,Brazil
10819,tt,Thiago Herrera,31,Brazil
10820,gr3eps,Hernán Reyes,23,Chile
10821,huik,Franco Olivares,25,Chile
10822,Tio,Carlos Swing,24,Chile
10823,TK,Luis Vilches,24,Chile
10824,KODIAK,Danilo Teles,25,Brazil
10825,mcb,Victor Malvezzi,24,Brazil
10826,tony,Raphael Jorge,32,Brazil
10827,prt,Matheus Scuvero,22,Brazil
10828,dok,Michael Marques,24,Brazil
10829,jun,Julio Noguchi,,Brazil
10830,DASTAN,Ludson Almeida,,Brazil
10831,NaN,Renan Meira,,Brazil
10832,ossada,Rafael Ferreira,26,Brazil
10833,zeziN,Guilherme Silva,,Brazil
10834,MW,Marlon Ofner,,Brazil
10835,ept,Thiago Fritshein,,Brazil
10836,SprayMan,Leonardo Henrique,22,Brazil
10837,HEL,Mario Garcia,26,Brazil
10838,mawth,Matheus Gonçalves,21,Brazil
10839,psy,Lucas Campanille,29,Brazil
10840,tatazin,Alef Pereira,26,Brazil
10841,BIEL THE MAGICIAN,Gabriel Romais,26,Brazil
10842,KHTEX,Dener Barchfield,23,Brazil
10843,gaabxx,Gabriel Rodrigues,22,Brazil
10844,koreux,Steven Chang,,United States
10845,maL,Alan Lam,,United States
10846,dee,David Ngo,,United States
10847,PORKiEE,John Nguyen,28,United States
10848,Supreme,Xin Zhang,23,China
10849,Not7,ZhenDong Mo,30,China
10850,PLA,Wen Yang,,China
10851,derciak,Damian Slaski,21,Poland
10852,shhhack,Peter Belej,28,Slovakia
10853,EMENK,Michal Belej,21,Slovakia
10854,fake,George Peptine,,Romania
10855,panda,Flávio Salgueiro,24,Portugal
10856,HaugeN,Henrik Haugen,,Norway
10857,pushu,Joakim Gabrielsen,,Norway
10858,mazi,Omar Trabolse,23,Denmark
10859,NikoHeiseN,Nikolai Hansen,26,Denmark
10860,nic0w,Nicolai Wibroe,,Denmark
10861,ragE,Hassan Barkaji,,Denmark
10862,meliniom,Lasse Thomasberg,,Denmark
10863,MAKER,André Rocha,,Portugal
10864,Reming,Jorge Sousa,,Portugal
10865,kHASTiN,Paulo Coelho,,Portugal
10866,Flydead,João Silva,,Portugal
10868,plat,Joao Ferreira,25,Portugal
10869,element,Erdenetsogt Tengis,24,Mongolia
10870,kabal,Batbayar Bat-Enkh,24,Mongolia
10871,jcrueL,Joel Cruel,24,United States
10872,KNF,Serdar Mustafa,24,Macedonia
10873,plavi,Ivan Angelovski,23,Macedonia
10874,Glovee,Burak Yildirim,20,Turkey
10875,kero,Kerimhan Duman,23,Turkey
10876,m4Rk0,Marko Filipović,23,Serbia
10877,BlackMamba,XiaoLong Wu,32,China
10878,RiN,Ziyao Zhu,,China
10879,546,ZhenYu Wang,26,China
10880,3,Shuai Zhang,27,China
10881,Roc,QiuDong Li,32,China
10882,Fz1,Fei Li,28,China
10883,ToveLo,Jin Jiang,,China
10884,ChrisMaQ,Kun Liu,,China
10885,Mr.six,Yang Cheng,24,China
10886,Nurfed,Jimmy McFadden,29,United States
10887,Protox,Adam Till,,United States
10888,asani,Besar Asani,,United States
10889,Lumberjack,Cody Goodwin,,Canada
10890,Toad,Tristan Wood,,United States
10891,Monal,Esaul Rodriguez,,Mexico
10892,MarKE,Edgar Maldonado,21,Mexico
10893,get_PAPERBOYd,Kenny Pham,,United States
10894,simplerandy,Sean Metcalfe,,Canada
10895,B-rand0m,Brandon Lopac,,United States
10896,Genesisz,Zack Scerbo,,Canada
10897,Strong Legs,Roy Ahad,28,Canada
10898,FRAM,Tudor Lupu,,Canada
10899,sharp,Steve Kim,,United States
10900,bayKo,Max Bayko,,United States
10901,mummAy,Anthony DiPaolo,25,United States
10902,gogi,Ignacio Vargas,21,Venezuela
10903,Oalep,Gustavo Vargas,,United States
10904,KARNAGE,Scott Sala,,United States
10905,Alcatraz,Kevin Schinina,,Canada
10906,Verrtic,Matthew Cooper,,United States
10907,Saosin,Nolan Hoenicke,,United States
10908,ShockeM,Jad El-Khatib,,United States
10909,creo,Jonas Seyfarth,,Germany
10910,Krabbovich,Mads Krab,,Denmark
10911,Dox,Mikkel Johansen,,Denmark
10912,Stabilos,Emil Nørgaard,,Denmark
10913,Complox,Sebastian Olsen,,Denmark
10914,Sebmo,Sebastian Eberhardt,,Denmark
10915,Zealous,Michael Berggreen,,Denmark
10916,B-Con,Frederik Pedersen,,Denmark
10917,Ham der,Jesper Pedersen,,Denmark
10918,AznNightHawk,Philip Hjelmvig,,Denmark
10919,Average Joe,Søren Pedersen,,Denmark
10920,PSL,Patrick Svensson,,Denmark
10921,sciNey,Aske Isaksen,,Denmark
10922,IsN,Rasmus Isaksen,,Denmark
10923,failzzr,Dominik Hampe,25,Germany
10924,OlleBolle,Oliver Ingstrup,,Denmark
10925,WayZ,Waysee Aziz,,Denmark
10926,Panda,Jeppe Hove,,Denmark
10927,Monkey,Miklas Jensen,,Denmark
10928,Penguin,,,Denmark
10929,simma,Simon Øvrevik,,Norway
10930,Hi-5IVE,Peter Roed,,Denmark
10931,Pallezkowich,Patrick Zangenberg,,Denmark
10932,sinner,Sindri Stefansson,,Denmark
10933,Meh,Bjarki Stefansson,,Denmark
10934,Kahlen,Mathias Kahlen,,Denmark
10935,fantasyy,Andreas Røder,,Denmark
10936,VengeanZ,Patrick Mortensen,,Denmark
10937,splint,Lucas Ring,,Denmark
10938,kiR,Andreas Kirstein,19,Denmark
10939,Dam,Jesper Dam,,Denmark
10940,SQueeZeD,Theis Lund Jørgensen,,Denmark
10941,VulcaNN,David Støvring-Ejlertsen,,Denmark
10942,Dahl,Christoffer Dahl,29,Denmark
10943,n0rd,Anders Nord,,Denmark
10944,Cromwell,Martin Røddik,,Denmark
10945,Nizzen,Tamim Sidiqi,,Denmark
10946,Zebster,Sebastian Reina,,Denmark
10947,Bozz1e,Jakkrit Yimsin,,Denmark
